xArr2,yArr2,zArr2
-1.2000000000000002,0.1,1.05807913
-1.2000000000000002,0.2,0.60704949
-1.2000000000000002,0.3,0.656242943
-1.2000000000000002,0.4,0.13638596
-1.2000000000000002,0.5,0.155336284
-1.2000000000000002,0.6,-0.711015552
-1.2000000000000002,0.7,-0.230760631
-1.2000000000000002,0.8,-1.087602472
-1.2000000000000002,0.9,-0.488088117
-1.2000000000000002,1.0,-1.057436477
-1.1,-3.0,7.667500575
-1.1,-2.9,6.954866411
-1.1,-2.8,7.374005837
-1.1,-2.7,6.781211965
-1.1,-2.6,6.424778232
-1.1,-2.5,6.363286581
-1.1,-2.4,6.588447426
-1.1,-2.3,6.251374574
-1.1,-2.2,5.775920301
-1.1,-2.1,4.981815595
-1.1,-2.0,5.714407139
-1.1,-1.9,5.50653236
-1.1,-1.8,5.254044496
-1.1,-1.7,4.438034642
-1.1,-1.6,4.529887581
-1.1,-1.5,3.940467989
-1.1,-1.4,4.190529482
-1.1,-1.3,4.138183168
-1.1,-1.2,3.586838277
-1.1,-1.1,3.500423005
-1.1,-1.0,3.341046601
-1.1,-0.9,2.847800595
-1.1,-0.8,2.895032947
-1.1,-0.7,2.327610753
-1.1,-0.6,2.43051521
-1.1,-0.5,2.570050019
-1.1,-0.4,1.792413018
-1.1,-0.3,1.535887181
-1.1,-0.2,1.806889894
-1.1,-0.1,1.386518144
-1.1,0.0,1.062042942
-1.1,0.1,0.354483488
-1.1,0.2,0.58391183
-1.1,0.3,0.082655595
-1.1,0.4,-0.267410174
-1.1,0.5,-0.242559657
-1.1,0.6,0.134413811
-1.1,0.7,-0.465889632
-1.1,0.8,-1.099516558
-1.1,0.9,-0.410893395
-1.1,1.0,-1.084597292
-1.0,-3.0,6.962507923
-1.0,-2.9,7.283962639
-1.0,-2.8,6.309410359
-1.0,-2.7,6.591989606
-1.0,-2.6,6.118006863
-1.0,-2.5,5.829503935
-1.0,-2.4,5.765772169
-1.0,-2.3,5.526159843
-1.0,-2.2,5.67124699
-1.0,-2.1,5.13891872
-1.0,-2.0,4.769478972
-1.0,-1.9,4.792039781
-1.0,-1.8,4.980385145
-1.0,-1.7,4.189756705
-1.0,-1.6,3.735794164
-1.0,-1.5,3.629743437
-1.0,-1.4,3.382279997
-1.0,-1.3,3.248276942
-1.0,-1.2,2.907838443
-1.0,-1.1,3.638881434
-1.0,-1.0,2.985836064
-1.0,-0.9,2.880145693
-1.0,-0.8,2.39581427
-1.0,-0.7,2.817043465
-1.0,-0.6,2.18292
-1.0,-0.5,1.789610172
-1.0,-0.4,1.986919283
-1.0,-0.3,1.815844702
-1.0,-0.2,1.884733673
-1.0,-0.1,1.503409186
-1.0,0.0,1.378782656
-1.0,0.1,1.055861595
-1.0,0.2,0.187211587
-1.0,0.3,0.574612703
-1.0,0.4,-0.112027167
-1.0,0.5,0.289320005
-1.0,0.6,-0.004960507
-1.0,0.7,-0.052041954
-1.0,0.8,-0.635428651
-1.0,0.9,-0.424847314
-1.0,1.0,-1.035472492
-0.8999999999999999,-3.0,6.197077644
-0.8999999999999999,-2.9,6.603501174
-0.8999999999999999,-2.8,6.623710341
-0.8999999999999999,-2.7,5.903024905
-0.8999999999999999,-2.6,5.586890079
-0.8999999999999999,-2.5,6.083401648
-0.8999999999999999,-2.4,5.792982918
-0.8999999999999999,-2.3,5.715625855
-0.8999999999999999,-2.2,4.809677254
-0.8999999999999999,-2.1,4.591114167
-0.8999999999999999,-2.0,5.053664102
-0.8999999999999999,-1.9,4.089458203
-0.8999999999999999,-1.8,4.546481694
-0.8999999999999999,-1.7,4.061675275
-0.8999999999999999,-1.6,4.136188707
-0.8999999999999999,-1.5,3.51177105
-0.8999999999999999,-1.4,3.510499099
-0.8999999999999999,-1.3,3.101510183
-0.8999999999999999,-1.2,3.143489163
-0.8999999999999999,-1.1,2.912638133
-0.8999999999999999,-1.0,3.196486243
-0.8999999999999999,-0.9,2.178148651
-0.8999999999999999,-0.8,2.579136859
-0.8999999999999999,-0.7,2.025679514
-0.8999999999999999,-0.6,2.407850534
-0.8999999999999999,-0.5,2.148067122
-0.8999999999999999,-0.4,1.546469553
-0.8999999999999999,-0.3,1.134456934
-0.8999999999999999,-0.2,1.655814613
-0.8999999999999999,-0.1,0.977003149
-0.8999999999999999,0.0,0.924563225
-0.8999999999999999,0.1,0.420002899
-0.8999999999999999,0.2,0.358177227
-0.8999999999999999,0.3,0.060868382
-0.8999999999999999,0.4,0.395995897
-0.8999999999999999,0.5,-0.111001822
-0.8999999999999999,0.6,-0.077611324
-0.8999999999999999,0.7,-0.595378379
-0.8999999999999999,0.8,-0.618362259
-0.8999999999999999,0.9,-0.356950081
-0.8999999999999999,1.0,-1.138501339
-0.8,-3.0,5.81593487
-0.8,-2.9,5.80844349
-0.8,-2.8,5.510997965
-0.8,-2.7,5.456178493
-0.8,-2.6,5.203601525
-0.8,-2.5,5.42226327
-0.8,-2.4,5.662971799
-0.8,-2.3,4.921150851
-0.8,-2.2,4.606274478
-0.8,-2.1,4.608633484
-0.8,-2.0,4.187446817
-0.8,-1.9,4.592468252
-0.8,-1.8,4.573342154
-0.8,-1.7,3.635382979
-0.8,-1.6,3.48230593
-0.8,-1.5,3.989880943
-0.8,-1.4,3.429227112
-0.8,-1.3,3.462772474
-0.8,-1.2,2.98535132
-0.8,-1.1,2.478278315
-0.8,-1.0,2.5134941
-0.8,-0.9,2.786206213
-0.8,-0.8,2.817716505
-0.8,-0.7,2.317648035
-0.8,-0.6,1.500034214
-0.8,-0.5,1.67550404
-0.8,-0.4,1.78787432
-0.8,-0.3,1.104093246
-0.8,-0.2,1.247991474
-0.8,-0.1,0.943186033
-0.8,0.0,1.154389359
-0.8,0.1,1.059416143
-0.8,0.2,0.328145241
-0.8,0.3,0.706406205
-0.8,0.4,-0.308488642
-0.8,0.5,0.301705334
-0.8,0.6,-0.485603886
-0.8,0.7,-0.319307084
-0.8,0.8,-0.899164656
-0.8,0.9,-1.165030239
-0.8,1.0,-0.977429063
-0.7,-3.0,6.400771435
-0.7,-2.9,5.755139789
-0.7,-2.8,5.726841757
-0.7,-2.7,5.247043183
-0.7,-2.6,5.455599774
-0.7,-2.5,5.150077521
-0.7,-2.4,4.79405908
-0.7,-2.3,4.985989051
-0.7,-2.2,5.032675382
-0.7,-2.1,4.613841207
-0.7,-2.0,4.284196789
-0.7,-1.9,4.094390807
-0.7,-1.8,4.278460624
-0.7,-1.7,3.859489567
-0.7,-1.6,3.657768115
-0.7,-1.5,3.393323924
-0.7,-1.4,3.273164207
-0.7,-1.3,3.067864149
-0.7,-1.2,2.521715286
-0.7,-1.1,2.257560071
-0.7,-1.0,2.170864954
-0.7,-0.9,2.538126062
-0.7,-0.8,2.520770221
-0.7,-0.7,1.830589756
-0.7,-0.6,2.102270271
-0.7,-0.5,1.956742729
-0.7,-0.4,1.068754881
-0.7,-0.3,1.201741738
-0.7,-0.2,1.251976204
-0.7,-0.1,1.270679552
-0.7,0.0,1.080707613
-0.7,0.1,0.502445761
-0.7,0.2,0.170244742
-0.7,0.3,0.480503273
-0.7,0.4,-0.150780565
-0.7,0.5,-0.423357069
-0.7,0.6,-0.24966136
-0.7,0.7,-0.677091735
-0.7,0.8,-0.818083751
-0.7,0.9,-0.21818989
-0.7,1.0,-0.660174071
-0.6000000000000001,-3.0,5.860061536
-0.6000000000000001,-2.9,5.792361905
-0.6000000000000001,-2.8,5.743929296
-0.6000000000000001,-2.7,5.374296776
-0.6000000000000001,-2.6,4.523380351
-0.6000000000000001,-2.5,4.634572124
-0.6000000000000001,-2.4,4.355814368
-0.6000000000000001,-2.3,4.625640783
-0.6000000000000001,-2.2,4.354183693
-0.6000000000000001,-2.1,4.146573101
-0.6000000000000001,-2.0,4.082813368
-0.6000000000000001,-1.9,4.172646873
-0.6000000000000001,-1.8,3.846385091
-0.6000000000000001,-1.7,3.461794707
-0.6000000000000001,-1.6,2.990131235
-0.6000000000000001,-1.5,3.464668454
-0.6000000000000001,-1.4,2.878911167
-0.6000000000000001,-1.3,2.877557556
-0.6000000000000001,-1.2,2.441865124
-0.6000000000000001,-1.1,3.04546466
-0.6000000000000001,-1.0,2.560886617
-0.6000000000000001,-0.9,2.700007894
-0.6000000000000001,-0.8,1.839477834
-0.6000000000000001,-0.7,1.606886654
-0.6000000000000001,-0.6,1.810468032
-0.6000000000000001,-0.5,1.847286024
-0.6000000000000001,-0.4,1.840532339
-0.6000000000000001,-0.3,1.084363636
-0.6000000000000001,-0.2,1.235962775
-0.6000000000000001,-0.1,0.638550543
-0.6000000000000001,0.0,0.605501959
-0.6000000000000001,0.1,0.393108366
-0.6000000000000001,0.2,0.910035282
-0.6000000000000001,0.3,0.381698767
-0.6000000000000001,0.4,0.472697724
-0.6000000000000001,0.5,0.272649842
-0.6000000000000001,0.6,-0.231130461
-0.6000000000000001,0.7,0.170737128
-0.6000000000000001,0.8,-0.024875082
-0.6000000000000001,0.9,-0.323902681
-0.6000000000000001,1.0,-0.312982089
-0.5,-3.0,4.997385596
-0.5,-2.9,4.930736898
-0.5,-2.8,5.305924344
-0.5,-2.7,5.120378231
-0.5,-2.6,4.625760202
-0.5,-2.5,4.255790986
-0.5,-2.4,4.135875409
-0.5,-2.3,3.95433226
-0.5,-2.2,4.52765447
-0.5,-2.1,4.104899983
-0.5,-2.0,4.10397317
-0.5,-1.9,3.432896525
-0.5,-1.8,2.99086538
-0.5,-1.7,2.998660183
-0.5,-1.6,3.051333665
-0.5,-1.5,3.105024182
-0.5,-1.4,2.973020979
-0.5,-1.3,2.989473326
-0.5,-1.2,2.553239951
-0.5,-1.1,2.748928446
-0.5,-1.0,2.415306775
-0.5,-0.9,2.108919288
-0.5,-0.8,1.732548125
-0.5,-0.7,1.755493802
-0.5,-0.6,1.203974991
-0.5,-0.5,1.020917156
-0.5,-0.4,1.382555007
-0.5,-0.3,0.952754926
-0.5,-0.2,0.866539101
-0.5,-0.1,1.140121239
-0.5,0.0,1.212456359
-0.5,0.1,0.901336655
-0.5,0.2,0.895964629
-0.5,0.3,-0.070049699
-0.5,0.4,-0.25070903
-0.5,0.5,-0.003843364
-0.5,0.6,0.135720672
-0.5,0.7,-0.286838073
-0.5,0.8,-0.858347231
-0.5,0.9,-0.241895256
-0.5,1.0,-1.218667262
-0.3999999999999999,-3.0,4.575266608
-0.3999999999999999,-2.9,4.532377365
-0.3999999999999999,-2.8,4.465486607
-0.3999999999999999,-2.7,4.244888467
-0.3999999999999999,-2.6,4.086892278
-0.3999999999999999,-2.5,3.775368921
-0.3999999999999999,-2.4,4.032534659
-0.3999999999999999,-2.3,3.876455186
-0.3999999999999999,-2.2,4.125284013
-0.3999999999999999,-2.1,3.724506155
-0.3999999999999999,-2.0,3.86008831
-0.3999999999999999,-1.9,2.985244718
-0.3999999999999999,-1.8,3.023535117
-0.3999999999999999,-1.7,3.194410991
-0.3999999999999999,-1.6,2.923410032
-0.3999999999999999,-1.5,3.284743367
-0.3999999999999999,-1.4,2.453524111
-0.3999999999999999,-1.3,2.467040109
-0.3999999999999999,-1.2,2.642365553
-0.3999999999999999,-1.1,2.310067438
-0.3999999999999999,-1.0,2.268086798
-0.3999999999999999,-0.9,1.887816068
-0.3999999999999999,-0.8,1.865131912
-0.3999999999999999,-0.7,1.908842176
-0.3999999999999999,-0.6,1.713002687
-0.3999999999999999,-0.5,1.49251695
-0.3999999999999999,-0.4,0.952470575
-0.3999999999999999,-0.3,1.15822638
-0.3999999999999999,-0.2,0.765424466
-0.3999999999999999,-0.1,0.519439214
-0.3999999999999999,0.0,1.044776599
-0.3999999999999999,0.1,0.518796345
-0.3999999999999999,0.2,0.832268014
-0.3999999999999999,0.3,0.759190026
-0.3999999999999999,0.4,0.156445068
-0.3999999999999999,0.5,-0.071508629
-0.3999999999999999,0.6,-0.475749533
-0.3999999999999999,0.7,-0.107997831
-0.3999999999999999,0.8,-0.729665872
-0.3999999999999999,0.9,-0.267963891
-0.3999999999999999,1.0,-0.729561467
-0.30000000000000004,-3.0,4.140217509
-0.30000000000000004,-2.9,4.871350356
-0.30000000000000004,-2.8,4.746187446
-0.30000000000000004,-2.7,4.640459732
-0.30000000000000004,-2.6,3.574404139
-0.30000000000000004,-2.5,3.679739692
-0.30000000000000004,-2.4,4.225120649
-0.30000000000000004,-2.3,3.326632172
-0.30000000000000004,-2.2,3.859975972
-0.30000000000000004,-2.1,3.423052243
-0.30000000000000004,-2.0,3.701485306
-0.30000000000000004,-1.9,3.477919005
-0.30000000000000004,-1.8,2.817115579
-0.30000000000000004,-1.7,2.481146746
-0.30000000000000004,-1.6,2.687108828
-0.30000000000000004,-1.5,2.497790523
-0.30000000000000004,-1.4,2.477473461
-0.30000000000000004,-1.3,2.313979668
-0.30000000000000004,-1.2,1.800008891
-0.30000000000000004,-1.1,1.825994119
-0.30000000000000004,-1.0,1.960149673
-0.30000000000000004,-0.9,2.261470016
-0.30000000000000004,-0.8,1.601123557
-0.30000000000000004,-0.7,1.62182766
-0.30000000000000004,-0.6,1.666043554
-0.30000000000000004,-0.5,1.747732324
-0.30000000000000004,-0.4,0.774256849
-0.30000000000000004,-0.3,1.030588958
-0.30000000000000004,-0.2,1.051338533
-0.30000000000000004,-0.1,0.552227095
-0.30000000000000004,0.0,0.427601679
-0.30000000000000004,0.1,0.435913448
-0.30000000000000004,0.2,0.267000807
-0.30000000000000004,0.3,0.581925685
-0.30000000000000004,0.4,-0.350221209
-0.30000000000000004,0.5,0.371675446
-0.30000000000000004,0.6,-0.505140766
-0.30000000000000004,0.7,-0.519872081
-0.30000000000000004,0.8,-0.88968854
-0.30000000000000004,0.9,-0.418831935
-0.30000000000000004,1.0,-0.20533654
-0.19999999999999996,-3.0,4.351820316
-0.19999999999999996,-2.9,3.61813499
-0.19999999999999996,-2.8,4.183828124
-0.19999999999999996,-2.7,3.709635461
-0.19999999999999996,-2.6,3.573886496
-0.19999999999999996,-2.5,4.069858609
-0.19999999999999996,-2.4,3.585029276
-0.19999999999999996,-2.3,3.645819868
-0.19999999999999996,-2.2,3.304909331
-0.19999999999999996,-2.1,3.46169947
-0.19999999999999996,-2.0,3.120321175
-0.19999999999999996,-1.9,3.369505946
-0.19999999999999996,-1.8,2.735827473
-0.19999999999999996,-1.7,2.1755781
-0.19999999999999996,-1.6,2.094207686
-0.19999999999999996,-1.5,2.596172919
-0.19999999999999996,-1.4,2.322026814
-0.19999999999999996,-1.3,2.556419618
-0.19999999999999996,-1.2,1.863977615
-0.19999999999999996,-1.1,1.516970258
-0.19999999999999996,-1.0,1.542862691
-0.19999999999999996,-0.9,1.442642358
-0.19999999999999996,-0.8,1.388501804
-0.19999999999999996,-0.7,1.154642638
-0.19999999999999996,-0.6,0.977667959
-0.19999999999999996,-0.5,1.374230703
-0.19999999999999996,-0.4,0.831993232
-0.19999999999999996,-0.3,0.633280971
-0.19999999999999996,-0.2,1.196900664
